,rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
614,615,2584163,K01031.01,Kepler-754 b,CONFIRMED,CANDIDATE,0.885,0,0,0,0,14.5598556,0.0001612,-0.0001612,135.95038,0.0089,-0.0089,0.026,0.423,-0.026,5.624,0.246,-0.246,290.6,20.6,-20.6,1.64,0.49,-0.21,758.0,,,78.26,68.8,-25.83,15.6,1.0,q1_q17_dr25_tce,5959.0,167.0,-188.0,4.46,0.067,-0.20199999999999999,0.966,0.287,-0.123,293.25412,37.846191,15.16
8155,8156,6594972,K06737.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.819169459000001,3.16e-07,-3.16e-07,132.9864665,2.38e-05,-2.38e-05,0.275,0.004,-0.001,5.502619999999999,0.0008,-0.0008,437140.0,75.9,-75.9,67.76,20.52,-8.75,850.0,,,123.51,112.46,-40.61,5258.2,1.0,q1_q17_dr25_tce,5955.0,179.0,-179.0,4.428999999999999,0.087,-0.203,0.991,0.3,-0.128,288.29306,42.057369,14.342
6449,6450,8682751,K05561.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,44.36123319,,,145.3581805,,,,,,2.49,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,289.30008,44.828609,15.620999999999999
6524,6525,10737437,K05825.01,,CANDIDATE,CANDIDATE,,0,0,0,0,208.047137,0.009334,-0.009334,321.9021,0.0228,-0.0228,0.1884,0.3127,-0.1883,3.22,0.707,-0.707,287.5,70.0,-70.0,2.05,0.78,-0.6,363.0,,,4.12,4.69,-2.27,6.9,1.0,q1_q16_tce,5991.0,174.0,-155.0,4.175,0.309,-0.255,1.2,0.456,-0.354,294.28503,48.059447999999996,13.934000000000001
4820,4821,10259301,K03608.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,244.83274973,3.457e-05,-3.457e-05,285.70256789999996,9.55e-05,-9.55e-05,1.047,0.21,-0.098,4.37001,0.00703,-0.00703,40206.0,66.1,-66.1,38.3,11.38,-4.86,307.0,,,2.09,1.82,-0.68,733.5,1.0,q1_q17_dr25_tce,6105.0,164.0,-182.0,4.4430000000000005,0.067,-0.20199999999999999,0.993,0.295,-0.126,284.81525,47.392632,13.556
4154,4155,5954001,K04633.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,11.6933447,0.0002027,-0.0002027,142.6574,0.0131,-0.0131,0.353,0.091,-0.353,6.551,0.473,-0.473,66.9,6.5,-6.5,1.12,0.2,-0.17,950.0,,,192.95,91.31,-62.09,12.7,1.0,q1_q17_dr25_tce,6049.0,72.0,-90.0,4.248,0.125,-0.125,1.354,0.251,-0.205,289.77954,41.214409,13.847999999999999
4206,4207,8109107,K04501.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,6.67410577,9.09e-05,-9.09e-05,136.9407,0.0121,-0.0121,0.927,0.032,-0.708,3.645,0.249,-0.249,160.9,14.8,-14.8,1.62,0.47,-0.26,1022.0,,,257.38,228.49,-98.59,12.6,1.0,q1_q17_dr25_tce,5949.0,188.0,-208.0,4.388999999999999,0.124,-0.18600000000000003,1.041,0.303,-0.163,295.7023,43.900928,15.065999999999999
8179,8180,10000490,K07269.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.400991827,3.1e-07,-3.1e-07,132.453975,0.000183,-0.000183,1.093,0.023,-0.021,4.8798,0.0121,-0.0121,64104.0,114.0,-114.0,98.13,27.24,-30.29,2468.0,,,8795.37,7247.81,-5205.13,669.6,1.0,q1_q17_dr25_tce,6706.0,189.0,-259.0,4.026,0.258,-0.172,1.924,0.534,-0.594,286.556,46.95734,11.244000000000002
6784,6785,11598894,K05913.01,,CANDIDATE,CANDIDATE,,0,0,0,0,89.366114,0.002,-0.002,208.893,0.0168,-0.0168,0.39,0.0731,-0.39,3.945,0.856,-0.856,494.0,87.7,-87.7,1.97,0.84,-0.17,391.0,,,5.54,7.05,-1.39,6.3,1.0,q1_q16_tce,5861.0,161.0,-159.0,4.522,0.039,-0.29600000000000004,0.875,0.374,-0.075,284.74847,49.606258000000004,15.409
805,806,4150539,K01330.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,8.65306587,2.809e-05,-2.809e-05,134.30886,0.00284,-0.00284,1.222,44.23,-0.088,4.486,0.146,-0.146,1048.1,29.2,-29.2,19.78,1.43,-1.74,633.0,,,37.94,11.13,-9.64,43.0,1.0,q1_q17_dr25_tce,4641.0,139.0,-125.0,4.5889999999999995,0.054000000000000006,-0.027000000000000003,0.694,0.05,-0.061,289.7261,39.272831,15.703
7086,7087,5629353,K06132.02,Kepler-1640 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.5844241,0.0002854,-0.0002854,137.847,0.0497,-0.0497,0.815,0.032,-0.569,3.918,0.125,-0.125,1005.0,47.0,-47.0,5.83,1.78,-1.59,1228.0,,,537.4,484.24,-298.58,23.8,2.0,q1_q17_dr25_tce,6264.0,177.0,-265.0,4.133,0.2,-0.18,1.651,0.502,-0.451,294.55789,40.850497999999995,14.624
8133,8134,8709688,K03019.02,,CANDIDATE,CANDIDATE,0.935,0,0,0,0,2.012094,1.945e-05,-1.945e-05,131.5688,0.00726,-0.00726,0.066,0.381,-0.066,2.157,0.257,-0.257,74.8,9.5,-9.5,0.99,0.16,-0.15,1523.0,,,1274.27,516.29,-410.58,9.1,2.0,q1_q17_dr25_tce,5633.0,76.0,-76.0,4.296,0.15,-0.113,1.162,0.179,-0.179,298.40137000000004,44.838181,14.927
7363,7364,7588436,K06888.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,23.3924063,0.0003839,-0.0003839,139.7612,0.0153,-0.0153,0.3153,0.1412,-0.3153,3.416,0.443,-0.443,62.3,9.4,-9.4,0.84,0.37,-0.09,701.0,,,57.23,73.47,-16.87,8.1,1.0,q1_q17_dr24_tce,6221.0,150.0,-183.0,4.4,0.07400000000000001,-0.07400000000000001,1.05,0.463,-0.114,284.17172,43.200809,12.845
5460,5461,8453214,K01776.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,5.77676732,1.583e-05,-1.583e-05,131.5416,0.00256,-0.00256,1.273,9.941,-0.212,6.822,0.105,-0.105,5794.8,86.9,-86.9,26.2,1.87,-2.56,670.0,,,47.55,15.07,-14.48,74.1,1.0,q1_q17_dr25_tce,4401.0,154.0,-170.0,4.621,0.053,-0.025,0.645,0.046,-0.063,298.80362,44.4174,15.466
5430,5431,3339538,K06326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.658013949,3.06e-07,-3.06e-07,140.47561409999997,1.73e-05,-1.73e-05,1.141,0.111,-0.236,3.0331599999999996,0.0033799999999999998,-0.0033799999999999998,129640.0,0.0,0.0,121.59,59.15,-65.06,855.0,,,126.35,191.58,-101.87,3361.5,1.0,q1_q17_dr25_tce,5146.0,170.0,-139.0,3.986,0.581,-0.249,1.626,0.791,-0.87,290.73944,38.414139,13.390999999999998
2416,2417,4861791,K02870.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,5.62950902,9.224e-05,-9.224e-05,136.8607,0.0129,-0.0129,0.974,0.031,-0.757,6.542,0.172,-0.172,297.5,21.8,-21.8,2.11,0.57,-0.2,979.0,,,216.41,178.97,-60.15,14.3,1.0,q1_q17_dr25_tce,5822.0,175.0,-192.0,4.529,0.044000000000000004,-0.17600000000000002,0.898,0.246,-0.082,298.03931,39.901939,15.957
8454,8455,4484312,K06419.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.24294107,2.115e-05,-2.115e-05,133.47862,0.00964,-0.00964,0.23,0.235,-0.23,2.532,0.299,-0.299,39.4,4.0,-4.0,0.75,0.22,-0.22,1654.0,,,1763.55,1562.97,-977.28,12.1,1.0,q1_q17_dr25_tce,6082.0,182.0,-164.0,4.195,0.306,-0.204,1.184,0.349,-0.349,296.45139,39.59166,13.182
2172,2173,2443393,K02603.01,,CANDIDATE,CANDIDATE,0.884,0,0,0,0,73.711039,0.001027,-0.001027,202.7848,0.0123,-0.0123,0.284,0.164,-0.283,10.062,0.274,-0.274,136.7,7.5,-7.5,1.77,0.35,-0.28,563.0,,,23.81,12.68,-8.42,21.1,1.0,q1_q17_dr25_tce,6374.0,113.0,-139.0,4.1930000000000005,0.13,-0.13,1.502,0.293,-0.24,291.45755,37.742934999999996,12.642999999999999
1077,1078,8323753,K00175.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,6.71425632,1.268e-05,-1.268e-05,134.31646,0.00163,-0.00163,0.965,0.021,-0.675,3.339,0.13,-0.13,283.5,6.9,-6.9,5.76,0.91,-2.13,1565.0,,,1416.6,723.92,-918.61,46.5,1.0,q1_q17_dr25_tce,6093.0,183.0,-183.0,3.737,0.3,-0.1,2.623,0.416,-0.97,299.07813,44.293789000000004,13.488
872,873,4466677,K01338.01,Kepler-822 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.222975318,9.285e-06,-9.285e-06,178.0701,0.0023,-0.0023,0.33,0.136,-0.33,2.9247,0.079,-0.079,232.7,8.4,-8.4,1.47,0.4,-0.21,1239.0,,,558.65,446.54,-197.63,31.3,1.0,q1_q17_dr25_tce,5823.0,157.0,-174.0,4.427,0.10099999999999999,-0.188,0.96,0.261,-0.14,292.27612,39.550179,14.609000000000002
4945,4946,5213230,K03474.01,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,52.6095103,0.0007321,-0.0007321,158.6253,0.0108,-0.0108,0.102,0.347,-0.102,8.202,0.358,-0.358,203.7,15.2,-15.2,1.83,0.3,-0.32,553.0,,,22.13,9.28,-7.9,15.3,1.0,q1_q17_dr25_tce,5881.0,79.0,-79.0,4.2589999999999995,0.13699999999999998,-0.11199999999999999,1.294,0.207,-0.228,298.0834,40.34621,14.192
305,306,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.704,0,0,0,0,0.8930409690000001,4.61e-07,-4.61e-07,134.54034199999998,0.000418,-0.000418,0.009,0.398,-0.009,1.0981,0.0159,-0.0159,741.7,10.2,-10.2,1.24,0.1,-0.15,893.0,,,151.14,42.14,-45.33,87.8,2.0,q1_q17_dr25_tce,3582.0,71.0,-89.0,4.8069999999999995,0.05,-0.045,0.458,0.04,-0.055,283.73203,45.958771,15.073
8011,8012,5978559,K02321.02,,CANDIDATE,CANDIDATE,0.619,0,0,0,0,36.2530992,0.0009613,-0.0009613,142.0377,0.0247,-0.0247,0.721,0.0,-0.544,4.73,1.4,-1.4,152.1,35.7,-35.7,1.43,0.23,-0.08,582.0,,,27.17,11.03,-4.38,8.3,2.0,q1_q17_dr25_tce,6002.0,71.0,-89.0,4.4239999999999995,0.032,-0.12,1.081,0.171,-0.061,296.70724,41.203651,14.71
3454,3455,4832837,K00605.02,,CANDIDATE,CANDIDATE,0.917,0,0,0,0,5.06546874,4.525e-05,-4.525e-05,131.94499,0.00723,-0.00723,0.477,0.465,-0.278,2.203,0.201,-0.201,121.1,13.3,-13.3,0.62,0.08,-0.1,592.0,,,29.01,20.32,-13.41,10.4,2.0,q1_q17_dr25_tce,3939.0,297.0,-267.0,4.705,0.078,-0.052000000000000005,0.557,0.071,-0.087,290.92731000000003,39.91415,14.915
5652,5653,9149789,K02874.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,0.352515897,4.2700000000000005e-07,-4.2700000000000005e-07,132.01658999999998,0.00102,-0.00102,0.26,0.211,-0.26,1.0525,0.0365,-0.0365,168.2,5.9,-5.9,1.0,0.19,-0.09,2194.0,,,5534.14,3302.38,-1351.38,38.0,1.0,q1_q17_dr25_tce,5465.0,162.0,-146.0,4.598,0.03,-0.12,0.766,0.147,-0.063,289.85889,45.503840999999994,14.867
695,696,6693640,K01245.01,Kepler-798 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.71938426,4.912e-05,-4.912e-05,140.74483,0.00303,-0.00303,0.022,0.359,-0.022,5.5677,0.0723,-0.0723,316.4,7.6,-7.6,1.98,0.61,-0.22,864.0,,,131.94,117.82,-40.84,48.3,1.0,q1_q17_dr25_tce,6387.0,153.0,-211.0,4.41,0.067,-0.20199999999999999,1.105,0.345,-0.123,292.47821,42.142288,14.2
1776,1777,12505654,K02353.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.186737262,7.369e-06,-7.369e-06,134.99509,0.0012,-0.0012,0.825,0.038,-0.568,0.8023,0.0521,-0.0521,712.7,39.9,-39.9,2.4,0.38,-0.17,860.0,,,129.37,65.71,-30.84,25.7,1.0,q1_q17_dr25_tce,5230.0,158.0,-158.0,4.593999999999999,0.032,-0.10400000000000001,0.777,0.122,-0.056,288.66449,51.498421,14.988
9161,9162,5806800,K07741.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,125.288206,0.001939,-0.001939,252.0979,0.0111,-0.0111,0.066,0.39,-0.066,3.695,0.348,-0.348,241.6,29.7,-29.7,1.5,0.24,-0.08,363.0,,,4.1,1.66,-0.66,9.4,1.0,q1_q17_dr25_tce,5881.0,70.0,-88.0,4.48,0.03,-0.128,0.973,0.153,-0.055,296.17761,41.014117999999996,14.179
972,973,11497958,K01422.02,Kepler-296 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.85029495,5.525e-05,-5.525e-05,133.64933,0.00216,-0.00216,0.217,0.245,-0.217,2.8407,0.0741,-0.0741,1607.5,50.7,-50.7,1.52,0.19,-0.23,297.0,,,1.83,0.68,-0.62,34.4,2.0,q1_q17_dr25_tce,3526.0,71.0,-78.0,4.8660000000000005,0.066,-0.044000000000000004,0.383,0.048,-0.058,286.54001,49.437328,15.921
6517,6518,9715631,K05706.01,Kepler-1636 b,CONFIRMED,CANDIDATE,0.904,0,0,0,0,425.483539,0.008623,-0.008623,149.0438,0.0186,-0.0186,0.03,0.436,-0.029,17.856,0.623,-0.623,996.6,60.3,-60.3,3.2,0.92,-0.3,248.0,,,0.89,0.79,-0.26,19.6,1.0,q1_q17_dr25_tce,5977.0,190.0,-211.0,4.473,0.048,-0.204,1.022,0.292,-0.097,294.05762000000004,46.441029,15.807
4461,4462,6615511,K03306.01,Kepler-1463 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,25.1593389,0.0004236,-0.0004236,153.0404,0.0113,-0.0113,0.035,0.403,-0.035,5.198,0.282,-0.282,358.1,31.9,-31.9,1.76,0.53,-0.17,619.0,,,34.7,31.59,-10.63,13.1,1.0,q1_q17_dr25_tce,5973.0,187.0,-229.0,4.506,0.05,-0.2,0.935,0.28,-0.093,294.4873,42.00692,15.759
1313,1314,7955580,K01711.01,Kepler-934 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,55.673582,0.0002722,-0.0002722,136.54906,0.00406,-0.00406,0.274,0.179,-0.274,3.778,0.118,-0.118,765.1,37.9,-37.9,2.19,0.1,-0.13,384.0,,,5.16,0.85,-0.85,22.7,1.0,q1_q17_dr25_tce,4998.0,79.0,-79.0,4.53,0.055999999999999994,-0.032,0.808,0.037,-0.046,290.28845,43.755322,15.061
736,737,8494263,K01255.01,,FALSE POSITIVE,FALSE POSITIVE,0.436,0,0,1,0,78.9257421,0.0001925,-0.0001925,429.37454,0.00161,-0.00161,0.359,0.044,-0.29,7.5193,0.0991,-0.0991,17972.0,202.0,-202.0,11.9,3.1,-1.04,398.0,,,5.94,4.61,-1.65,85.2,1.0,q1_q17_dr25_tce,5750.0,161.0,-202.0,4.538,0.042,-0.179,0.882,0.23,-0.077,291.44522,44.528690000000005,15.913
5181,5182,9761615,K03911.01,Kepler-1528 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.79110997,5.478e-06,-5.478e-06,131.95636000000002,0.00243,-0.00243,0.028,0.404,-0.028,2.0917,0.0734,-0.0734,167.5,8.0,-8.0,1.29,0.41,-0.14,1549.0,,,1356.76,1266.27,-408.61,24.3,1.0,q1_q17_dr25_tce,6040.0,163.0,-199.0,4.468999999999999,0.054000000000000006,-0.21600000000000003,0.999,0.318,-0.106,287.40295,46.573978000000004,14.495999999999999
4804,4805,7288306,K03443.01,Kepler-1503 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,96.169569,0.001086,-0.001086,170.2581,0.00954,-0.00954,0.049,0.411,-0.049,7.496,0.275,-0.275,894.5,52.0,-52.0,2.07,0.33,-0.14,321.0,,,2.52,1.3,-0.58,20.0,1.0,q1_q17_dr25_tce,5340.0,160.0,-160.0,4.633,0.036000000000000004,-0.09,0.702,0.112,-0.048,293.72717,42.806759,15.796
5002,5003,3236705,K03343.01,,CANDIDATE,CANDIDATE,0.864,0,0,0,0,83.2664103,0.0006749,-0.0006749,194.23925,0.00641,-0.00641,0.029,0.411,-0.029,2.813,0.187,-0.187,620.0,66.3,-66.3,2.89,0.43,-0.47,439.0,,,8.78,3.51,-2.97,10.9,1.0,q1_q17_dr25_tce,5538.0,83.0,-74.0,4.266,0.168,-0.11199999999999999,1.18,0.175,-0.194,291.85522000000003,38.393131,14.97
4933,4934,10489521,K03625.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.2244864630000003,4.56e-07,-4.56e-07,131.855925,0.000159,-0.000159,0.421,0.009,-0.009,4.61686,0.00343,-0.00343,403730.0,389.0,-389.0,79.08,24.0,-12.95,1456.0,,,1060.42,948.08,-425.05,1905.1,1.0,q1_q17_dr25_tce,6389.0,176.0,-242.0,4.331,0.10800000000000001,-0.201,1.16,0.352,-0.19,298.35327,47.66888,16.169
8671,8672,10420279,K07325.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,45.43324862,1.335e-05,-1.335e-05,159.870473,0.000222,-0.000222,0.489,0.006,-0.006,14.242,0.0141,-0.0141,414350.0,370.0,-370.0,77.25,22.1,-13.59,529.0,,,18.46,15.49,-7.36,1337.0,1.0,q1_q17_dr25_tce,5731.0,154.0,-171.0,4.359,0.128,-0.192,1.08,0.309,-0.19,297.38031,47.545029,14.774000000000001
5423,5424,8848288,K03886.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,5.56648691,1.752e-05,-1.752e-05,133.03305,0.00259,-0.00259,0.935,0.004,-0.013,10.931,0.297,-0.297,694.9,8.0,-8.0,43.67,7.25,-10.88,2618.0,,,11089.75,4895.01,-5481.83,103.6,1.0,q1_q17_dr25_tce,4694.0,69.0,-126.0,2.5639999999999996,0.027000000000000003,-0.027000000000000003,12.701,2.109,-3.164,301.0473,45.087631,9.837
6293,6294,6363560,K05270.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,606.91488768,,,132.3897061,,,,,,5.96,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,291.6535,41.741772,13.532
6757,6758,7458743,K05393.01,,CANDIDATE,CANDIDATE,,0,0,0,0,248.421771,0.005093,-0.005093,230.379,0.0125,-0.0125,0.7838,0.0168,-0.5609,4.187,0.559,-0.559,704.0,98.7,-98.7,18.92,2.54,-3.53,579.0,,,26.64,10.58,-10.72,8.8,1.0,q1_q16_tce,4895.0,102.0,-124.0,3.008,0.03,-0.032,6.428,0.863,-1.198,295.64517,43.065338,13.585999999999999
6646,6647,8223655,K05488.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,280.1604956,0.0004368,-0.0004368,286.93817,0.00122,-0.00122,1.04,6.627,-0.175,2.8637,0.0673,-0.0673,12946.0,285.0,-285.0,19.25,3.54,-1.52,237.0,,,0.74,0.43,-0.18,54.5,1.0,q1_q17_dr25_tce,5387.0,160.0,-160.0,4.581,0.03,-0.12,0.799,0.147,-0.063,288.02615,44.118858,15.884
7776,7777,8560280,K07896.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,85.338393,0.001547,-0.001547,215.564,0.011,-0.011,0.004,0.714,-0.004,8.5,1.2,-1.2,633.0,39.5,-39.5,11.4,1.31,-0.8,741.0,,,71.36,21.94,-12.6,27.9,1.0,q1_q17_dr25_tce,4850.0,63.0,-58.0,3.134,0.03,-0.03,4.696,0.537,-0.331,291.90042,44.686240999999995,12.880999999999998
1831,1832,5342473,K02297.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.64495172,2.568e-05,-2.568e-05,136.02095,0.00521,-0.00521,0.301,0.147,-0.301,3.366,0.123,-0.123,147.4,8.6,-8.6,1.38,0.41,-0.22,1209.0,,,504.23,453.09,-189.86,19.8,1.0,q1_q17_dr25_tce,6047.0,180.0,-180.0,4.343,0.128,-0.192,1.129,0.338,-0.182,284.32852,40.568909000000005,14.338
7437,7438,10258558,K07299.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,20.867855659,1.1740000000000001e-06,-1.1740000000000001e-06,136.4038679,4.62e-05,-4.62e-05,1.045,0.024,-0.037,5.7312199999999995,0.0023,-0.0023,82601.0,21.1,-21.1,53.53,14.8,-9.12,716.0,,,62.09,50.5,-24.28,2768.6,1.0,q1_q17_dr25_tce,6095.0,165.0,-184.0,4.378,0.14400000000000002,-0.192,1.016,0.281,-0.173,284.45453,47.311951,14.492
4324,4325,9837828,K04670.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.80899076,5.182e-05,-5.182e-05,132.19078000000002,0.00683,-0.00683,1.9253,0.0404,-1.392,2.077,0.294,-0.294,1192.0,143.0,-143.0,89.29,87.0,-8.47,795.0,,,94.48,339.08,-26.08,11.5,1.0,q1_q17_dr24_tce,4992.0,208.0,-152.0,4.4830000000000005,0.083,-0.594,0.854,0.832,-0.081,294.58066,46.610592,16.303
453,454,3644071,K01192.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1295.362215,0.008463,-0.008463,176.10646,0.00283,-0.00283,1.3935,0.1826,-0.3363,28.297,0.259,-0.259,8708.0,82.9,-82.9,57.82,20.68,-9.44,169.0,,,0.19,0.21,-0.07,164.0,,,5609.0,159.0,-141.0,4.346,0.149,-0.233,1.048,0.375,-0.171,291.03217,38.703911,14.215
1660,1661,6383785,K00239.02,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,3.62275506,1.499e-05,-1.499e-05,132.99267,0.00351,-0.00351,0.007,0.456,-0.007,2.7868,0.098,-0.098,180.6,9.2,-9.2,1.62,0.27,-0.24,1304.0,,,683.84,295.78,-216.38,22.3,2.0,q1_q17_dr25_tce,5794.0,78.0,-78.0,4.282,0.13699999999999998,-0.11199999999999999,1.216,0.201,-0.183,297.20153999999997,41.730209,14.762
8160,8161,6610433,K06744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.92098747,,,131.87056,,,,,,2.04,,,,,,,,,,,,27890.55,57915.43,-11048.49,,1.0,q1_q17_dr25_tce,,,,,,,,,,293.08749,42.024651,10.206
7716,7717,11619964,K07466.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.368552685,4.0799999999999995e-07,-4.0799999999999995e-07,132.718439,3.26e-05,-3.26e-05,0.978,0.01,-0.108,4.37878,0.00126,-0.00126,153230.0,22.7,-22.7,61.14,16.71,-9.0,845.0,,,120.48,96.81,-42.88,3170.1,1.0,q1_q17_dr25_tce,5855.0,158.0,-175.0,4.418,0.124,-0.18600000000000003,0.944,0.258,-0.139,296.0968,49.643829,14.545
7122,7123,11968463,K02433.06,,CANDIDATE,CANDIDATE,,0,0,0,0,6.06330298,5.564e-05,-5.564e-05,136.17606999999998,0.00769,-0.00769,0.0214,0.4317,-0.0213,3.275,0.196,-0.196,200.7,16.8,-16.8,1.64,0.95,-0.2,1153.0,,,418.4,751.96,-145.12,13.1,6.0,q1_q17_dr24_tce,6308.0,178.0,-246.0,4.353,0.08800000000000001,-0.32299999999999995,1.153,0.671,-0.144,294.33847000000003,50.33654,15.212
8718,8719,3851134,K06366.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.91849333,1.129e-05,-1.129e-05,131.8481,0.0134,-0.0134,0.276,0.181,-0.276,2.399,0.229,-0.229,58.7,5.6,-5.6,0.93,0.33,-0.12,2205.0,,,5576.7,5777.04,-1803.03,13.0,1.0,q1_q17_dr25_tce,6469.0,154.0,-212.0,4.385,0.055999999999999994,-0.23800000000000002,1.193,0.431,-0.144,291.69427,38.986462,13.475999999999999
8643,8644,8192861,K06987.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.552141897,4.102e-06,-4.102e-06,131.77199,0.00616,-0.00616,1.091,0.014,-0.0895,4.985,0.681,-0.681,105.6,50.2,-50.2,10.04,4.07,-1.0,2206.0,,,5602.43,6684.53,-1540.33,42.8,1.0,q1_q17_dr24_tce,5952.0,159.0,-164.0,4.486000000000001,0.059000000000000004,-0.059000000000000004,0.904,0.366,-0.09,299.71407999999997,44.037189,13.866
8675,8676,7877820,K06046.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,9.449438672000001,7.137999999999999e-06,-7.137999999999999e-06,136.025779,0.000593,-0.000593,1.243,0.112,-0.062,5.5479,0.0315,-0.0315,12867.0,69.3,-69.3,60.59,16.26,-14.65,1152.0,,,415.72,321.61,-203.78,231.4,1.0,q1_q17_dr25_tce,6558.0,162.0,-194.0,4.167,0.209,-0.171,1.431,0.384,-0.346,286.28693,43.613640000000004,13.099
201,202,7135852,K00875.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.220965778,2.5839999999999997e-06,-2.5839999999999997e-06,170.622433,0.000491,-0.000491,0.705,0.061,-0.311,3.0854,0.0645,-0.0645,2260.0,17.9,-17.9,2.62,0.58,-0.58,595.0,,,29.68,41.22,-16.05,157.8,1.0,q1_q17_dr25_tce,3837.0,481.0,-259.0,4.747,0.105,-0.094,0.517,0.114,-0.114,296.69394,42.62611,15.692
6011,6012,5612111,K05183.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,36.1904638,0.0004108,-0.0004108,146.55956,0.00995,-0.00995,0.2147,0.278,-0.2145,1.919,0.256,-0.256,263.3,67.4,-67.4,1.69,0.78,-0.15,592.0,,,29.08,39.93,-7.95,6.8,1.0,q1_q16_tce,6210.0,163.0,-203.0,4.45,0.044000000000000004,-0.301,1.033,0.478,-0.092,289.39359,40.896339000000005,14.969000000000001
1837,1838,8164257,K02073.01,Kepler-357 d,CONFIRMED,CANDIDATE,0.993,0,0,0,0,49.5004725,0.0003399,-0.0003399,139.04294,0.0057,-0.0057,0.162,0.304,-0.162,5.772,0.162,-0.162,965.2,35.6,-35.6,2.49,0.1,-0.19,402.0,,,6.2,0.93,-1.26,27.8,2.0,q1_q17_dr25_tce,4954.0,79.0,-79.0,4.5,0.07200000000000001,-0.023,0.828,0.032,-0.065,291.2431,44.008720000000004,15.565
